order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extraction_time_x,source,late_delivery,latency_days,weekend,item_id,product_id,quantity,list_price_x,discount,extraction_time_x,source_x,timestamp,rates.EGP,extraction_time_y,source_y,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,extraction_time_y,source_folder
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,2024-04-29 12:47:30.938683,postgres,False,,True,3,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,3,16,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,2,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,2024-04-29 12:47:30.938683,postgres,True,2.0,False,3,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,2024-04-29 12:47:30.938683,postgres,False,,True,3,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,2,16,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,True,1,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,3,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,2024-04-29 12:47:30.938683,postgres,True,1.0,True,2,16,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,3,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,2,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,2024-04-29 12:47:30.938683,postgres,True,1.0,False,4,16,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,2,16,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,2,16,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,2024-04-29 12:47:30.938683,postgres,False,,False,2,16,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,True,2,16,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,4,16,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,2,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,2024-04-29 12:47:30.938683,postgres,False,,True,1,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,16,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,16,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,2024-04-29 12:47:30.938683,postgres,True,2.0,True,1,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,5,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
580,581,4,2016-11-30,2016-12-02,2016-12-02,1,3,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
591,1211,4,2016-12-06,2016-12-09,2016-12-09,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
592,1232,4,2016-12-06,2016-12-08,2016-12-08,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,2,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
611,1073,4,2016-12-15,2016-12-17,2016-12-18,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,True,1,16,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
616,1444,4,2016-12-20,2016-12-23,2016-12-23,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,2,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
624,814,4,2016-12-24,2016-12-25,2016-12-27,2,6,2024-04-29 12:47:30.938683,postgres,True,2.0,False,2,16,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
669,745,4,2017-01-23,2017-01-24,2017-01-26,2,7,2024-04-29 12:47:30.938683,postgres,True,2.0,False,1,16,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
686,380,4,2017-02-01,2017-02-03,2017-02-04,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,16,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
723,845,4,2017-02-19,2017-02-21,2017-02-22,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
748,1072,4,2017-03-03,2017-03-05,2017-03-04,3,8,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
782,1298,4,2017-03-15,2017-03-16,2017-03-18,2,7,2024-04-29 12:47:30.938683,postgres,True,2.0,False,4,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
784,430,4,2017-03-16,2017-03-19,2017-03-19,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,3,16,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
792,479,4,2017-03-22,2017-03-23,2017-03-24,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
807,1148,4,2017-03-30,2017-04-01,2017-04-02,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,True,5,16,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
832,1215,4,2017-04-11,2017-04-12,2017-04-12,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,4,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
845,662,4,2017-04-17,2017-04-18,2017-04-18,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
890,171,4,2017-05-15,2017-05-18,2017-05-18,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
898,352,4,2017-05-20,2017-05-21,2017-05-22,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,True,2,16,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
927,1438,4,2017-06-03,2017-06-05,2017-06-06,1,2,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
944,138,4,2017-06-14,2017-06-15,2017-06-17,1,3,2024-04-29 12:47:30.938683,postgres,True,2.0,False,2,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
995,621,4,2017-07-11,2017-07-13,2017-07-14,1,2,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,16,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1011,495,4,2017-07-18,2017-07-21,2017-07-21,1,3,2024-04-29 12:47:30.938683,postgres,False,,False,3,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1054,189,4,2017-08-11,2017-08-12,2017-08-12,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,2,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1125,945,4,2017-09-14,2017-09-15,2017-09-15,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,1,16,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1132,351,4,2017-09-19,2017-09-20,2017-09-20,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,4,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1184,369,4,2017-10-14,2017-10-15,2017-10-16,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,True,1,16,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1272,935,4,2017-11-27,2017-11-29,2017-11-30,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1296,231,4,2017-12-14,2017-12-17,2017-12-15,1,3,2024-04-29 12:47:30.938683,postgres,False,,False,3,16,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1315,931,4,2017-12-25,2017-12-27,2017-12-28,3,9,2024-04-29 12:47:30.938683,postgres,True,1.0,False,5,16,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1,259,4,2016-01-01,2016-01-03,2016-01-03,1,2,2024-04-29 12:47:30.938683,postgres,False,,True,5,4,1,2899.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-29 12:47:30.938683,postgres,False,,False,1,4,2,2899.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,4,4,1,2899.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,1,4,2,2899.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,4,1,2899.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,2024-04-29 12:47:30.938683,postgres,False,,True,2,4,1,2899.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,1,4,2,2899.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,2024-04-29 12:47:30.938683,postgres,True,1.0,True,2,4,1,2899.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,2024-04-29 12:47:30.938683,postgres,False,,True,2,4,1,2899.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,3,4,2,2899.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,2024-04-29 12:47:30.938683,postgres,False,,False,2,4,1,2899.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,2024-04-29 12:47:30.938683,postgres,True,1.0,False,3,4,2,2899.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,True,3,4,2,2899.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,138189.52,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
